ID	CHR	MAPINFO	u.h	delta.h	sd.h	cv.h	p.h	u.c	delta.c	sd.c	cv.c	p.c	q.h	q.c	Class	nearest.gene	dis	X1	X2	X3	X4	X5	X6
cg06424065	chr4	6247640	0.565989754352667	0.39848542971527	0.114659485316279	0.202582263078979	6.69464872598583e-20	0.62087442474589	0.453370100108493	0.134146764764162	0.21606102525332	3.08647502304831e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	+;ENSG00000109501;WFS1;protein_coding	23936	-0.192184005734956	2.06531618386295e-05	ENSG00000109501	-0.520492522591151	2.00089181914065e-36	2.00089181914065e-36
cg06495961	chr7	153584582	0.559133711486907	0.346565623476063	0.112769616597162	0.201686312737741	1.222039075289e-19	0.61095020686285	0.398382118852006	0.139324627659435	0.228045798322663	6.48965138308663e-19	1.88035537081088e-16	4.80434350475179e-16	Constitutive	+;ENSG00000130226;DPP6;protein_coding	400	-0.284575215990343	1.65873828704332e-10	ENSG00000130226	-2.89150927923774	3.89756798855767e-35	3.89756798855767e-35
cg06594404	chr4	380396	0.513157451093055	0.352073294782583	0.120231700948052	0.234297876201449	5.82914573331358e-19	0.565202091801615	0.404117935491143	0.141625044161972	0.250574168454567	1.83476076960569e-18	1.97664435348017e-16	6.58825497927359e-16	Hot	-;ENSG00000182903;ZNF721;protein_coding	39208	0.253636577226549	1.60449052670272e-08	ENSG00000182903	0.172399562348367	2.31118425411479e-36	2.31118425411479e-36
cg06645033	chr1	50890678	0.582754064406979	0.309134202407229	0.130423721274189	0.223805768573936	6.88206830306605e-18	0.611497346589724	0.337877484589974	0.182744763163578	0.298848006753802	6.86294106808262e-14	6.2675244480429e-16	1.57156033425656e-12	Hot	-;ENSG00000142700;DMRTA2;protein_coding	7456	0.114250351143088	0.0117198985646717	ENSG00000142700	4.24797708182031	0.000116210779034749	0.000116210779034749
cg06809252	chr1	110612044	0.566690671805719	0.399549613499453	0.139810666167544	0.246714253689843	3.22901849060174e-19	0.641252316657948	0.474111258351682	0.196562533968106	0.306529159992033	1.27116210930565e-16	1.88035537081088e-16	9.17221389728809e-15	Hot	-;ENSG00000156150;ALX3;protein_coding	9552	0.1155940224312	0.010762733314262	ENSG00000156150	5.05192863261392	6.04947924618717e-28	6.04947924618717e-28
cg06890747	chr7	39649290	0.572717699362747	0.336199804627466	0.128482617848428	0.224338479483677	4.5045633344417e-18	0.659399640884025	0.422881746148744	0.139756995834627	0.211945817330536	8.40178777637233e-18	4.79596741143993e-16	1.4386744814738e-15	Constitutive	+;ENSG00000006451;RALA;protein_coding	13874	0.044323546222401	0.329391699622676	ENSG00000006451	-0.0856269189397568	2.00089181914065e-36	2.00089181914065e-36
cg06962177	chr1	63785946	0.560912896037768	0.444570864302137	0.131607625344555	0.234631127710235	1.04592835760176e-19	0.655847857477455	0.539505825741824	0.146808786432772	0.223845797099091	2.51139309588825e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	+;ENSG00000187140;FOXD3;protein_coding	2292	0.393976571728374	1.7035338849965e-19	ENSG00000187140	3.96661440656654	5.54374286497999e-22	5.54374286497999e-22
cg06970510	chr12	52401448	0.534520921708755	0.338480949814162	0.122688950094787	0.229530678991152	3.15888665244916e-19	0.589308001920025	0.393268030025431	0.168690712724367	0.286252201183007	3.95002646243933e-16	1.88035537081088e-16	2.18837212315853e-14	Hot	+;ENSG00000161835;TAMALIN;protein_coding	718	-0.412729542627861	0	ENSG00000161835	-0.996790328395889	3.52558236920431e-35	3.52558236920431e-35
cg07274716	chr5	134363973	0.557713760526084	0.355052388939647	0.0955018705383033	0.171238146335528	4.47167672480064e-20	0.64544004898029	0.442778677393852	0.115911156627752	0.179584698549271	6.48965138308663e-19	1.88035537081088e-16	4.80434350475179e-16	Constitutive	-;ENSG00000069011;PITX1;protein_coding	549	0.220565869538117	9.68945919525123e-07	ENSG00000069011	3.11052478583747	2.55780127604435e-12	2.55780127604435e-12
cg07355926	chr19	1852127	0.556350216054287	0.309698457594193	0.09025298277382	0.162223326547632	1.11810153744701e-19	0.643432040530242	0.396780282070148	0.116641730705115	0.181280575659541	6.01128402564475e-19	1.88035537081088e-16	4.71457268835047e-16	Constitutive	-;ENSG00000129911;KLF16;protein_coding	271	0.0376785868759309	0.407086572246319	ENSG00000129911	0.152760673248513	2.31118425411479e-36	2.31118425411479e-36
cg07441518	chr11	31846849	0.53902217204608	0.325818027282955	0.108133530324182	0.200610542445252	1.74219958032941e-19	0.598036325123967	0.384832180360842	0.152333425037597	0.254722695993459	5.36646997684487e-17	1.88035537081088e-16	4.88053026723091e-15	Hot	+;ENSG00000285283;RP1-65P5.6;protein_coding	12911	NA	NA	ENSG00000285283	NA	NA	NA
cg07489048	chr14	29236898	0.597241953548338	0.367749621624275	0.0974182583171849	0.163113555131891	9.78362919993481e-20	0.651491803329921	0.421999471405858	0.113389670876278	0.174046197199592	9.26821899695382e-19	1.88035537081088e-16	5.16289332915403e-16	Constitutive	+;ENSG00000176165;FOXG1;protein_coding	905	-0.0621945677038299	0.17103071616193	ENSG00000176165	4.59015626210112	8.25077846666175e-34	8.25077846666175e-34
cg07895132	chr17	33825172	0.640328800314325	0.302140171411856	0.101297914834714	0.158196718287525	1.24572047227895e-18	0.63934897847225	0.301160349569781	0.131100374249075	0.205052918927539	2.04330133191676e-16	2.47435445763873e-16	1.30234976186934e-14	Constitutive	-;ENSG00000205045;SLFN12L;protein_coding	33904	0.109134819811732	0.0161247746520751	ENSG00000205045	0.502310708786307	0.0280858001442905	0.0280858001442905
cg07973435	chr6	100905458	0.517764890895857	0.33231900876895	0.109816565445913	0.212097358041996	1.98923756925876e-19	0.60744434677845	0.421998464651544	0.135790463709815	0.223543875961597	3.60146117718662e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000112249;ASCC3;protein_coding	50612	0.201425062311195	7.98290148322896e-06	ENSG00000112249	0.356113725736175	2.00089181914065e-36	2.00089181914065e-36
cg07974511	chr2	63283013	0.575823803960505	0.389359978423274	0.127825231253396	0.221986709083953	8.81109684207837e-19	0.702589258155824	0.516125432618593	0.120217903482802	0.1711069477469	3.88991481746165e-19	2.16755718680607e-16	4.4807257379418e-16	Constitutive	+;ENSG00000115507;OTX1;protein_coding	5821	0.494761259986321	0	ENSG00000115507	2.74372431774234	1.27870752555358e-11	1.27870752555358e-11
cg07996594	chr1	25257505	0.68692788048389	0.317993537447359	0.11435211774023	0.166468884127511	7.40616254922294e-19	0.677552046809475	0.308617703772944	0.160331532749112	0.236633530227083	1.48255541019772e-15	2.05702788924122e-16	6.30436234206527e-14	Constitutive	-;ENSG00000020633;RUNX3;protein_coding	31503	0.0711105779672007	0.11741643976615	ENSG00000020633	-0.210103921697497	3.31170818447277e-34	3.31170818447277e-34
cg08032924	chr16	66613096	0.510790460051034	0.339175030872003	0.105580058179732	0.206699354113197	4.48555320865157e-19	0.581712139860555	0.410096710681524	0.131126679546618	0.225415064533553	8.40178777637233e-18	1.89347734659194e-16	1.4386744814738e-15	Constitutive	+;ENSG00000140932;CMTM2;protein_coding	255	-0.186567092796792	3.49203164889892e-05	ENSG00000140932	-1.62054145524753	1.33187269839528e-09	1.33187269839528e-09
cg08070771	chr3	147125758	0.596994683164553	0.32170830945074	0.135951000578767	0.227725647166767	7.33224860292317e-18	0.657215178928564	0.381928805214751	0.162387838813639	0.247084735745717	4.01659533976934e-17	6.5216273444948e-16	3.98804921846514e-15	Constitutive	+;ENSG00000152977;ZIC1;protein_coding	14549	-0.0931261972542514	0.0401521905320168	ENSG00000152977	4.0985797263079	6.30292629310982e-25	6.30292629310982e-25
cg08087868	chr16	51188129	0.475648687352177	0.315442604178165	0.0982604403789486	0.206581964781488	3.09026012501739e-19	0.5216675922111	0.361461509037088	0.115554698495979	0.221510211140772	3.42100648647887e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000103449;SALL1;protein_coding	18243	0.16210623303935	0.000332896979812799	ENSG00000103449	4.97689644482563	4.01234049083468e-19	4.01234049083468e-19
cg08139247	chr14	38725312	0.589557382491274	0.307584111932056	0.0633661287814386	0.107480850318038	6.84605537819528e-20	0.64107341784083	0.359100147281611	0.0881671607514844	0.137530520370719	8.58790465849936e-19	1.88035537081088e-16	5.04654073971595e-16	Constitutive	-;ENSG00000176435;CLEC14A;protein_coding	2107	-0.372020868925263	2.91749230669197e-18	ENSG00000176435	-0.71595881474053	2.00089181914065e-36	2.00089181914065e-36
cg08305436	chr19	22806184	0.591845053259127	0.370982801412877	0.113877571912826	0.192411123968569	1.86167385835398e-19	0.598095023220795	0.377232771374545	0.166014638854487	0.277572346214291	4.53260491506565e-17	1.88035537081088e-16	4.33624677701806e-15	Hot	+;ENSG00000229676;ZNF492;protein_coding	10942	-0.312128782386363	1.92341013636273e-12	ENSG00000229676	1.2160219937745	5.38119162417173e-27	5.38119162417173e-27
cg08445802	chr6	85482612	0.599376403383194	0.35995120573885	0.127948127763222	0.213468743582523	2.42605115865109e-19	0.66630072540857	0.426875527764226	0.163864445826041	0.245931663552611	1.59263932967716e-17	1.88035537081088e-16	2.14335268810256e-15	Constitutive	-;ENSG00000112837;TBX18;protein_coding	85543	-0.0858037195947318	0.058731995303546	ENSG00000112837	2.11609042898967	7.58582989337559e-15	7.58582989337559e-15
cg08461949	chr19	52104632	0.517193716179547	0.336206798575672	0.102375680512422	0.197944555994724	3.30068823819251e-19	0.615200689074255	0.43421377147038	0.114404937285808	0.18596360393868	4.20117098762199e-19	1.88035537081088e-16	4.4807257379418e-16	Constitutive	-;ENSG00000268500;SIGLEC5;protein_coding	9581	-0.106025482125238	0.019389875754946	ENSG00000268500	-1.12873054534967	1.75742023358399e-70	1.75742023358399e-70
cg08465346	chr12	54441458	0.588994165391131	0.333339665792256	0.123559827091371	0.2097810714463	7.73512814489545e-19	0.667508162142855	0.41185366254398	0.151873656774182	0.227523295425531	7.61087426008381e-18	2.08977730471215e-16	1.35296270817778e-15	Constitutive	+;ENSG00000172789;HOXC5;protein_coding	14624	0.36551084890868	8.2958814395107e-17	ENSG00000172789	1.78569185154829	3.73260683034587e-33	3.73260683034587e-33
cg08566455	chr2	130971164	0.707637903546608	0.518430186030786	0.0854881713621257	0.120807790161703	4.37230015303067e-20	0.77537459293702	0.586166875421198	0.0876163127336212	0.112998689319625	2.44740386784095e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000152086;TUBA3E;protein_coding	21846	-0.0206093505961794	0.650390536329942	ENSG00000152086	1.87427295988563	9.70596238744726e-37	9.70596238744726e-37
cg08610862	chr1	197888469	0.559524107757447	0.316539916496572	0.14086892520142	0.25176560446344	2.32467841139719e-18	0.659132806973575	0.4161486157127	0.163070651333673	0.247401812818901	3.03143266092194e-18	3.30245249286236e-16	8.25752666332908e-16	Cold	+;ENSG00000143355;LHX9;protein_coding	7437	-0.00425198945346002	0.925509618601244	ENSG00000143355	-0.904299799843045	2.34111127654542e-20	2.34111127654542e-20
cg08638320	chr1	47900265	0.646404850381156	0.352245624916656	0.12503685293526	0.193434273987163	1.72118348133677e-18	0.64583865933477	0.35167943387027	0.171143107136346	0.26499359346594	6.94439364609342e-15	2.86308498754997e-16	2.2355777204259e-13	Hot	+;ENSG00000186564;FOXD2;protein_coding	3451	0.217808365602914	1.32847639718235e-06	ENSG00000186564	1.14541741363665	0.0379065642411986	0.0379065642411986
cg08659204	chr17	35242555	0.643646285781129	0.31293754408166	0.151914401894608	0.236021562231568	1.38721106552976e-16	0.663703459824715	0.332994718125246	0.200404483981219	0.301948831235784	1.91927837448238e-13	5.5058197281195e-15	3.82623943921762e-12	Hot	+;ENSG00000273706;LHX1;protein_coding	51487	0.292565577987814	4.78167340313802e-11	ENSG00000273706	6.44419128195718	4.84803150196793e-29	4.84803150196793e-29
cg08732352	chr7	35298391	0.617747833218367	0.330995800444773	0.153649772791753	0.248725717079836	5.42057100041747e-17	0.676906177375189	0.390154144601595	0.19230694744465	0.284096901272715	3.01100252316052e-15	2.6712684500191e-15	1.12335410167254e-13	Hot	-;ENSG00000164532;TBX20;protein_coding	56350	-0.0305425944022493	0.501744888554498	ENSG00000164532	1.9145526807074	3.16762192283603e-35	3.16762192283603e-35
cg08812889	chr4	174439925	0.528347759029067	0.359893938903292	0.111565757767098	0.21115970657682	1.00039109836515e-19	0.596304539100383	0.427850718974608	0.138905245720013	0.232943465313164	1.57721031340969e-18	1.88035537081088e-16	6.20952090239175e-16	Constitutive	-;ENSG00000164107;HAND2;protein_coding	6195	-0.0696063478620533	0.125421791309368	ENSG00000164107	-0.0225502309048498	8.04172438281801e-36	8.04172438281801e-36
cg08833577	chr10	118899288	0.488674464414468	0.338894894094453	0.109709156219694	0.224503558521618	9.56814248694269e-20	0.566411579958313	0.416632009638297	0.136815792527631	0.241548367598171	5.56777973236954e-19	1.88035537081088e-16	4.70192469019391e-16	Constitutive	-;ENSG00000148704;VAX1;protein_coding	11256	0.0328065744238846	0.470561240578507	ENSG00000148704	7.07938493828734	9.04959780404464e-40	9.04959780404464e-40
cg08857994	chr2	130763641	0.522481044358473	0.327422609380848	0.0896282084176646	0.171543464371448	8.94943225065773e-20	0.555795224141426	0.360736789163801	0.116302454461144	0.209254145068994	1.16449339914652e-18	1.88035537081088e-16	5.5904857955511e-16	Constitutive	+;ENSG00000222014;RAB6C;protein_coding	26402	-0.0483825139047907	0.287107172727991	ENSG00000222014	-0.0537875289653622	5.40306619664264e-36	5.40306619664264e-36
cg09017434	chr5	16179660	0.574577760012169	0.337220688021687	0.0750390313859527	0.130598565778744	6.69464872598583e-20	0.592544788695366	0.355187716704885	0.127354807538255	0.214928575810545	1.44390675827691e-17	1.88035537081088e-16	2.01792847641829e-15	Constitutive	-;ENSG00000183654;MARCHF11;protein_coding	112412	-0.221971996812074	7.70659100453223e-07	ENSG00000183654	3.38998670154519	1.35448460517925e-44	1.35448460517925e-44
cg09141965	chr7	1269385	0.485722731268532	0.313908876812563	0.101883138768793	0.209755756134185	2.07903966482765e-19	0.491060852260549	0.31924699780458	0.171235849104698	0.34870596651399	1.69310060996194e-14	1.88035537081088e-16	4.73873148953837e-13	Hot	+;ENSG00000164853;UNCX;protein_coding	3123	-0.0360923861518274	0.427264628429171	ENSG00000164853	1.54805562557969	9.40608458733582e-77	9.40608458733582e-77
cg09159452	chr7	2609861	0.842832673453574	0.306799586349668	0.117147413184163	0.13899249148012	5.09618750433038e-17	0.857684451556705	0.321651364452799	0.129085248021169	0.150504358318351	4.99203486580922e-17	2.55108885730866e-15	4.6292912412239e-15	Constitutive	+;ENSG00000106012;IQCE;protein_coding	11255	0.0823978617793051	0.0695495291442586	ENSG00000106012	0.175487676567465	1.16566537961289e-35	1.16566537961289e-35
cg09197075	chr16	11769691	0.496141004014414	-0.317893282034586	0.0972507890462068	0.196014415779635	6.26000749931658e-20	0.44024175026753	-0.37379253578147	0.11956395403548	0.271587040444988	4.09477826658415e-19	1.88035537081088e-16	4.4807257379418e-16	Hot	-;ENSG00000153066;TXNDC11;protein_coding	3248	-0.226189283336979	5.02819009628978e-07	ENSG00000153066	-0.039842268769408	2.00089181914065e-36	2.00089181914065e-36
cg09338032	chr12	113916609	0.510314358399544	0.301363627389013	0.103992708271793	0.203781662342279	1.27753238992249e-19	0.55436292078876	0.345412189778229	0.13032264095895	0.235085421610673	5.85970340807569e-19	1.88035537081088e-16	4.71457268835047e-16	Constitutive	-;ENSG00000089116;LHX5;protein_coding	16771	-0.0271306459595758	0.550723832814004	ENSG00000089116	5.072353613228	2.6042067686569e-23	2.6042067686569e-23
cg09422450	chr16	79623618	0.593193947671262	0.385051906495918	0.127343452906156	0.214674228228518	1.02542780148845e-18	0.69062982910287	0.482487787927526	0.120706827074375	0.174777894014763	5.56777973236954e-19	2.28166327076699e-16	4.70192469019391e-16	Constitutive	-;ENSG00000178573;MAF;protein_coding	3878	-0.385010658958033	0	ENSG00000178573	-0.146856043677053	3.14639273508707e-36	3.14639273508707e-36
cg09624466	chr14	57278710	0.567897186876937	0.33938843200228	0.129086307695622	0.227305770619348	4.58471406304943e-19	0.63154915949773	0.403040404623074	0.160411876454857	0.253997450621947	1.21589005142368e-17	1.89347734659194e-16	1.81041914743278e-15	Hot	-;ENSG00000165588;OTX2;protein_coding	12087	-0.0396157644402214	0.38351456364791	ENSG00000165588	6.38470720877967	6.28340387986578e-40	6.28340387986578e-40
cg09639151	chr5	140810920	0.531675354172688	0.308644134129825	0.103414382342766	0.194506631784133	7.24690103529406e-19	0.61396255246515	0.390931332422288	0.12937081575281	0.210714505686654	5.51451623133694e-18	2.04579034821364e-16	1.11948071305201e-15	Constitutive	+;ENSG00000253159;PCDHGA12;protein_coding	846	-0.490865546071343	0	ENSG00000253159	-1.00623948752285	4.52249061516608e-05	4.52249061516608e-05
cg09655666	chr17	34820190	0.551125319111089	0.368654214597954	0.117073551246467	0.212426370530926	1.66679246285338e-19	0.606454243323035	0.423983138809901	0.146633072036561	0.241787527502639	5.24720943230666e-18	1.88035537081088e-16	1.08979339475959e-15	Constitutive	+;ENSG00000273611;ZNHIT3;protein_coding	22281	0.309670629441722	3.78643657275323e-12	ENSG00000273611	0.328767175339445	2.00089181914065e-36	2.00089181914065e-36
cg09656389	chr11	31839790	0.543480989661397	0.333311576284772	0.129016448495951	0.237389073307479	4.20060837547118e-19	0.592219518370455	0.38205010499383	0.168138249280608	0.283912036103193	1.99553153313612e-16	1.89273487625824e-16	1.27848624502032e-14	Hot	+;ENSG00000285283;RP1-65P5.6;protein_coding	5851	NA	NA	ENSG00000285283	NA	NA	NA
cg09765089	chr7	27291346	0.535590455946422	0.4418378931174	0.128705412454232	0.24030564963448	8.94943225065773e-20	0.581219210301901	0.48746664747288	0.166062559248626	0.285714161378749	1.57721031340969e-18	1.88035537081088e-16	6.20952090239175e-16	Hot	+;ENSG00000106038;EVX1;protein_coding	9027	0.248727349963399	2.74863387960658e-08	ENSG00000106038	5.70986781250746	1.75997545583405e-34	1.75997545583405e-34
cg09797337	chr13	112709538	0.48706131464854	0.326327285784187	0.0996268421677261	0.204546818175482	3.30068823819251e-19	0.54231966133977	0.381585632475417	0.115093424106275	0.212224325081527	6.65731592090525e-19	1.88035537081088e-16	4.83869413476459e-16	Constitutive	+;ENSG00000182968;SOX1;protein_coding	11925	-0.0216286706910083	0.634330387401849	ENSG00000182968	3.29980330209143	7.74928995823675e-38	7.74928995823675e-38
cg09803262	chr7	96622608	0.518281548759034	0.303271280023596	0.127688636783716	0.246369250631151	2.08833205793053e-18	0.61410036812313	0.399090099387692	0.137639054014864	0.224131202584245	9.03573286474421e-19	3.14372951928641e-16	5.12713114194114e-16	Constitutive	+;ENSG00000006377;DLX6;protein_coding	12257	0.333781169387903	4.11844618384851e-14	ENSG00000006377	4.52523585977343	4.0677628159788e-15	4.0677628159788e-15
cg09887059	chr12	113916664	0.605846683209072	0.454775854392919	0.115609008092124	0.190822218386608	5.47269220310948e-20	0.66723435384705	0.516163525030897	0.127497443479225	0.191083451779899	1.18426665557335e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000089116;LHX5;protein_coding	16826	0.00922314461574206	0.839284546594559	ENSG00000089116	5.072353613228	8.52977260774675e-25	8.52977260774675e-25
cg09937438	chr7	1095005	0.578744788234608	0.304666910249576	0.103014620310932	0.177996627192387	6.93845805923822e-19	0.63777927257256	0.363701394587529	0.129643717347329	0.203273644852702	2.72465349217408e-17	2.02633918128883e-16	3.03299574305207e-15	Constitutive	+;ENSG00000164849;GPR146;protein_coding	10823	-0.480486174977309	0	ENSG00000164849	-1.5515997489039	0.000270526576812731	0.000270526576812731
cg10026317	chr1	47694919	0.620407831959654	0.32210222898306	0.0877334583585247	0.141412557738681	7.82822397472002e-20	0.70577744988194	0.407471846905346	0.095733782945064	0.13564301744279	1.61767377593561e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000162367;TAL1;protein_coding	12957	-0.458082631556527	0	ENSG00000162367	-1.86192188167848	6.6190562319104e-09	6.6190562319104e-09
cg10122865	chr2	63284132	0.514547537262693	0.359107023005152	0.146265303537142	0.284260040025164	3.48923578885829e-18	0.663871395017883	0.508430880760342	0.163066410860839	0.245629518133472	1.53790396834508e-18	4.10931957393446e-16	6.12786655153517e-16	Cold	+;ENSG00000115507;OTX1;protein_coding	6940	0.474344043514997	0	ENSG00000115507	2.74372431774234	2.07508392208095e-14	2.07508392208095e-14
cg10420161	chr10	102899983	0.523418071714013	0.327206841964763	0.0957502170744379	0.182932577701968	4.10965997137771e-19	0.539798464540475	0.343587234791225	0.135610397351999	0.251224125780799	1.21202601795342e-16	1.88827433476069e-16	8.86666207611233e-15	Hot	+;ENSG00000107807;TLX1;protein_coding	8926	0.289052236358558	8.30231596640502e-11	ENSG00000107807	5.73995995509859	1.1704083355538e-33	1.1704083355538e-33
cg10528576	chr14	101192913	0.648330780408342	0.325326950588686	0.161753776823773	0.249492669038318	5.89167570193247e-16	0.593586265215974	0.270582435396317	0.236652820930132	0.398683114482149	4.49126216858652e-09	1.7657862556836e-14	3.26103936129871e-08	Hot	+;ENSG00000185559;DLK1;protein_coding	871	-0.176877188481792	8.84607148770235e-05	ENSG00000185559	3.57274040322217	4.94426044349326e-25	4.94426044349326e-25
cg10592734	chr7	139570596	0.50081576987465	-0.30302123517935	0.117585474570331	0.234787883376279	5.11394128085259e-19	0.41735955381015	-0.38647745124385	0.148797212177827	0.356520440994894	5.94087021287047e-18	1.93292001310286e-16	1.17179818767955e-15	Hot	+;ENSG00000059377;TBXAS1;protein_coding	93746	0.241828066838475	7.42470471815355e-08	ENSG00000059377	-0.291536491845588	5.64502158528649e-36	5.64502158528649e-36
cg10659805	chr7	96631680	0.492864875898778	0.351212074562084	0.122630906876184	0.248812428868171	1.70408390410578e-19	0.60834150882442	0.466688707487726	0.146728496300226	0.241194286715318	2.93154439559658e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	+;ENSG00000006377;DLX6;protein_coding	3185	0.359395607666481	2.89966623500329e-16	ENSG00000006377	4.52523585977343	7.90409641137374e-14	7.90409641137374e-14
cg10682957	chr11	117756485	0.60025519942327	0.328468521276989	0.129857640078221	0.216337384837298	7.40616254922294e-19	0.613378442376905	0.341591764230624	0.171553494643596	0.279686214564061	2.91089215909593e-16	2.05702788924122e-16	1.71844165001093e-14	Hot	-;ENSG00000137747;TMPRSS13;protein_coding	14871	0.32217881280873	4.49286571530022e-13	ENSG00000137747	0.504002956769168	2.03242520854958e-31	2.03242520854958e-31
cg10689404	chr17	35300645	0.567563334224684	0.300852393435277	0.112397927803382	0.198035921324837	1.30069109241561e-18	0.61857631404265	0.351865373253244	0.148094977790505	0.239412622870481	2.2977054823524e-17	2.51174167487855e-16	2.70764868154687e-15	Constitutive	+;ENSG00000275700;AATF;protein_coding	5579	0.350638034747916	2.06328282945471e-15	ENSG00000275700	0.212684550018049	2.00089181914065e-36	2.00089181914065e-36
cg10721834	chr19	22990066	0.658836981217949	0.306796178196199	0.108880776201857	0.165262089569678	2.17987920660582e-18	0.66955868333089	0.31751788030914	0.151953354233252	0.226945535942154	8.72124005282e-16	3.19886572050513e-16	4.10722704104655e-14	Constitutive	+;ENSG00000268696;ZNF723;protein_coding	25027	-0.166693305052904	0.000223184492186778	ENSG00000268696	3.30201204472008	3.71582908580218e-43	3.71582908580218e-43
cg10792302	chr12	54376019	0.659883197946055	0.332846983239805	0.129288635584486	0.19592654576887	3.041136756971e-17	0.68744883255128	0.36041261784503	0.195184115180046	0.283925298782853	7.81217350611393e-14	1.73083464527909e-15	1.75284868553083e-12	Hot	+;ENSG00000180818;HOXC10;protein_coding	2830	0.0292510935823363	0.520010372476009	ENSG00000180818	4.28369229202952	0.00722184155233062	0.00722184155233062
cg10804656	chr10	22623460	0.674269260743962	0.306555502853212	0.0921617681883411	0.136683923699345	1.3062056532387e-19	0.71051231169267	0.34279855380192	0.122444945483505	0.172333319871406	2.41929038835292e-18	1.88035537081088e-16	7.50937498168494e-16	Constitutive	+;ENSG00000077327;SPAG6;protein_coding	10914	-0.243001753378066	5.80194700119593e-08	ENSG00000077327	-1.02697054867748	0.683731297610501	0.683731297610501
cg11174855	chr10	134598352	0.50847955320303	0.371031888511023	0.110597535022055	0.217506356598562	1.42739757496651e-19	0.595711166430245	0.458263501738239	0.132817358313105	0.222955965571374	2.3242196603855e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000148826;NKX6-2;protein_coding	1669	-0.0295073348077434	0.516359406912886	ENSG00000148826	-0.80576038738324	2.00879363420044e-42	2.00879363420044e-42
cg11213690	chr7	149112402	0.547435538027937	0.386422873611943	0.117273898588785	0.214224124015128	8.3701852374254e-20	0.659970537400185	0.498957872984191	0.127470135358317	0.193145190784515	1.84152680065709e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000196453;ZNF777;protein_coding	16052	0.296118798474445	2.71562795941582e-11	ENSG00000196453	0.0967914453887479	2.00089181914065e-36	2.00089181914065e-36
cg11379081	chr1	209405050	0.605206692289203	0.372026971925087	0.123117366924134	0.203430280089008	5.82914573331358e-19	0.626691692912465	0.393511972548349	0.168934472062669	0.269565519972937	8.67566535540935e-17	1.97664435348017e-16	6.97266111808077e-15	Hot	+;ENSG00000008118;CAMK1G;protein_coding	352009	-0.298324804337492	2.39019859125331e-11	ENSG00000008118	-0.0793184246467544	9.530869804099e-07	9.530869804099e-07
cg11442732	chrX	133118088	0.628106861018422	0.344840882325641	0.128119450984281	0.203977155696955	8.14824338609962e-18	0.6975612728269	0.414295294134118	0.155117870488772	0.222371677630768	2.18834414341226e-17	7.01420129692577e-16	2.62485318946268e-15	Constitutive	+;ENSG00000203952;CCDC160;protein_coding	252986	0.106687209047299	0.0186414449437627	ENSG00000203952	0.689354039121205	0.0228620966992495	0.0228620966992495
cg11536474	chr2	63286049	0.562559977912836	0.426517093105296	0.139459656763075	0.247901845560515	1.24572047227895e-18	0.678118378823958	0.542075494016417	0.142133796220907	0.209600271367672	6.16673673669368e-19	2.47435445763873e-16	4.77970369005593e-16	Constitutive	+;ENSG00000115507;OTX1;protein_coding	8857	0.52217123380216	0	ENSG00000115507	2.74372431774234	1.14882900897225e-12	1.14882900897225e-12
cg11563680	chr6	100917397	0.592893214256658	0.337770400265908	0.0864233408019691	0.145765440932433	8.0049429464152e-20	0.67019902780255	0.4150762138118	0.0928956027498747	0.1386089786708	1.66018037082466e-19	1.88035537081088e-16	4.46906785933953e-16	Constitutive	-;ENSG00000112249;ASCC3;protein_coding	38673	0.148594577769624	0.0010289993593874	ENSG00000112249	0.356113725736175	2.00089181914065e-36	2.00089181914065e-36
cg11671688	chr6	110301075	0.594318383357059	0.31605205654759	0.0884693493621105	0.148858510588859	2.89309656930043e-19	0.635862871701285	0.357596544891816	0.107765075412123	0.169478483818047	6.82925787770544e-19	1.88035537081088e-16	4.83869413476459e-16	Constitutive	+;ENSG00000146360;GPR6;protein_coding	1616	0.00253768618181606	0.955500851359678	ENSG00000146360	1.66600969781144	9.39247028045408e-72	9.39247028045408e-72
cg11747183	chr7	149918226	0.446512608446004	0.301670710406092	0.107362110238233	0.240445864702197	1.52552237638966e-19	0.470466736522269	0.325624838482357	0.14119231882728	0.300111161675289	7.80142636462887e-18	1.88035537081088e-16	1.36901724993652e-15	Hot	-;ENSG00000106526;ACTR3C;protein_coding	22779	-0.027386086877891	0.546846968631118	ENSG00000106526	0.275197071732319	3.14336277823545e-14	3.14336277823545e-14
